fighter,elo,record
Pat Miletich,1613.7020786015764,"{'March 13, 1998': {'opponent': 'Chris Brennan', 'result': 1}, 'October 16, 1998': {'opponent': 'Mikey Burnett', 'result': 1}, 'January 08, 1999': {'opponent': 'Jorge Patino', 'result': 1}, 'July 16, 1999': {'opponent': 'Andre Pederneiras', 'result': 1}, 'June 09, 2000': {'opponent': 'John Alessio', 'result': 1}, 'December 16, 2000': {'opponent': 'Kenichi Yamamoto', 'result': 1}, 'May 04, 2001': {'opponent': 'Carlos Newton', 'result': 0}, 'June 29, 2001': {'opponent': 'Shonie Carter', 'result': 1}, 'March 22, 2002': {'opponent': 'Matt Lindland', 'result': 0}}"
Townsend Saunders,1443.3375641510997,"{'March 13, 1998': {'opponent': 'Pat Miletich', 'result': 0}, 'January 08, 1999': {'opponent': 'Mikey Burnett', 'result': 0}}"
Chris Brennan,1444.449017126148,"{'March 13, 1998': {'opponent': 'Pat Miletich', 'result': 0}, 'January 11, 2002': {'opponent': 'Gil Castillo', 'result': 0}}"
Chuck Liddell,1603.395514563935,"{'May 15, 1998': {'opponent': 'Noe Hernandez', 'result': 1}, 'March 05, 1999': {'opponent': 'Jeremy Horn', 'result': 0}, 'September 24, 1999': {'opponent': 'Paul Jones', 'result': 1}, 'December 16, 2000': {'opponent': 'Jeff Monson', 'result': 1}, 'May 04, 2001': {'opponent': 'Kevin Randleman', 'result': 1}, 'September 28, 2001': {'opponent': 'Murilo Bustamante', 'result': 1}, 'January 11, 2002': {'opponent': 'Amar Suloev', 'result': 1}, 'June 22, 2002': {'opponent': 'Vitor Belfort', 'result': 1}, 'November 22, 2002': {'opponent': 'Renato Sobral', 'result': 1}, 'June 06, 2003': {'opponent': 'Randy Couture', 'result': 0}, 'April 02, 2004': {'opponent': 'Tito Ortiz', 'result': 1}, 'August 21, 2004': {'opponent': 'Vernon White', 'result': 1}, 'April 16, 2005': {'opponent': 'Randy Couture', 'result': 1}, 'August 20, 2005': {'opponent': 'Jeremy Horn', 'result': 1}, 'February 04, 2006': {'opponent': 'Randy Couture', 'result': 1}, 'August 26, 2006': {'opponent': 'Renato Sobral', 'result': 1}, 'December 30, 2006': {'opponent': 'Tito Ortiz', 'result': 1}, 'May 26, 2007': {'opponent': 'Quinton Jackson', 'result': 0}, 'September 22, 2007': {'opponent': 'Keith Jardine', 'result': 0}, 'December 29, 2007': {'opponent': 'Wanderlei Silva', 'result': 1}, 'September 06, 2008': {'opponent': 'Rashad Evans', 'result': 0}, 'April 18, 2009': {'opponent': 'Mauricio Rua', 'result': 0}, 'June 12, 2010': {'opponent': 'Rich Franklin', 'result': 0}}"
Noe Hernandez,1470.939003057951,"{'May 15, 1998': {'opponent': 'Chuck Liddell', 'result': 0}}"
Dan Henderson,1545.9314583334753,"{'May 15, 1998': {'opponent': 'Carlos Newton', 'result': 1}, 'September 08, 2007': {'opponent': 'Quinton Jackson', 'result': 0}, 'March 01, 2008': {'opponent': 'Anderson Silva', 'result': 0}, 'September 06, 2008': {'opponent': 'Rousimar Palhares', 'result': 1}, 'January 17, 2009': {'opponent': 'Rich Franklin', 'result': 1}, 'July 11, 2009': {'opponent': 'Michael Bisping', 'result': 1}, 'November 19, 2011': {'opponent': 'Mauricio Rua', 'result': 1}, 'February 23, 2013': {'opponent': 'Lyoto Machida', 'result': 0}, 'June 15, 2013': {'opponent': 'Rashad Evans', 'result': 0}, 'November 09, 2013': {'opponent': 'Vitor Belfort', 'result': 0}, 'March 23, 2014': {'opponent': 'Mauricio Rua', 'result': 1}, 'May 24, 2014': {'opponent': 'Daniel Cormier', 'result': 0}, 'January 24, 2015': {'opponent': 'Gegard Mousasi', 'result': 0}, 'June 06, 2015': {'opponent': 'Tim Boetsch', 'result': 1}, 'November 07, 2015': {'opponent': 'Vitor Belfort', 'result': 0}, 'June 04, 2016': {'opponent': 'Hector Lombard', 'result': 1}, 'October 08, 2016': {'opponent': 'Michael Bisping', 'result': 0}}"
Allan Goes,1470.939003057951,"{'May 15, 1998': {'opponent': 'Dan Henderson', 'result': 0}}"
Mike van Arsdale,1533.0114423744,"{'May 15, 1998': {'opponent': 'Joe Pardo', 'result': 1}, 'April 16, 2005': {'opponent': 'John Marsh', 'result': 1}, 'August 20, 2005': {'opponent': 'Randy Couture', 'result': 0}, 'February 04, 2006': {'opponent': 'Renato Sobral', 'result': 0}}"
Joe Pardo,1470.939003057951,"{'May 15, 1998': {'opponent': 'Mike van Arsdale', 'result': 0}}"
Carlos Newton,1518.3337621326593,"{'May 15, 1998': {'opponent': 'Dan Henderson', 'result': 0}, 'May 04, 2001': {'opponent': 'Pat Miletich', 'result': 1}, 'November 02, 2001': {'opponent': 'Matt Hughes', 'result': 0}, 'July 13, 2002': {'opponent': 'Matt Hughes', 'result': 0}, 'November 22, 2002': {'opponent': 'Pete Spratt', 'result': 1}, 'January 31, 2004': {'opponent': 'Renato Verissimo', 'result': 0}}"
Bob Gilstrap,1470.939003057951,"{'May 15, 1998': {'opponent': 'Carlos Newton', 'result': 0}}"
Pete Williams,1484.7501977498657,"{'May 15, 1998': {'opponent': 'Mark Coleman', 'result': 1}, 'October 16, 1998': {'opponent': 'Tsuyoshi Kohsaka', 'result': 0}, 'March 05, 1999': {'opponent': 'Jason Godsey', 'result': 1}, 'May 07, 1999': {'opponent': 'Travis Fulton', 'result': 1}, 'November 19, 1999': {'opponent': 'Kevin Randleman', 'result': 0}, 'May 04, 2001': {'opponent': 'Semmy Schilt', 'result': 0}, 'November 02, 2001': {'opponent': 'Ricco Rodriguez', 'result': 0}, 'March 22, 2002': {'opponent': 'Frank Mir', 'result': 0}}"
Hugo Duarte,1473.2032946156105,"{'May 15, 1998': {'opponent': 'David Abbott', 'result': 0}}"
Jeremy Horn,1486.2843366117963,"{'May 15, 1998': {'opponent': 'Frank Shamrock', 'result': 0}, 'October 16, 1998': {'opponent': 'Ebenezer Fontes Braga', 'result': 0}, 'March 05, 1999': {'opponent': 'Chuck Liddell', 'result': 1}, 'July 16, 1999': {'opponent': 'Daiju Takase', 'result': 1}, 'September 24, 1999': {'opponent': 'Jason Godsey', 'result': 1}, 'September 22, 2000': {'opponent': 'Eugene Jackson', 'result': 1}, 'February 23, 2001': {'opponent': 'Elvis Sinosic', 'result': 0}, 'August 20, 2005': {'opponent': 'Chuck Liddell', 'result': 0}, 'November 19, 2005': {'opponent': 'Trevor Prangley', 'result': 1}, 'May 27, 2006': {'opponent': 'Chael Sonnen', 'result': 1}, 'February 02, 2008': {'opponent': 'Nate Marquardt', 'result': 0}, 'June 21, 2008': {'opponent': 'Dean Lister', 'result': 0}, 'January 17, 2009': {'opponent': 'Rousimar Palhares', 'result': 0}}"
Tulio Palhares,1532.0,"{'October 16, 1998': {'opponent': 'Adriano Santos', 'result': 1}}"
Adriano Santos,1470.939003057951,"{'October 16, 1998': {'opponent': 'Tulio Palhares', 'result': 0}}"
Pedro Rizzo,1592.3864186547935,"{'October 16, 1998': {'opponent': 'David Abbott', 'result': 1}, 'January 08, 1999': {'opponent': 'Mark Coleman', 'result': 1}, 'May 07, 1999': {'opponent': 'Tra Telligman', 'result': 1}, 'November 19, 1999': {'opponent': 'Tsuyoshi Kohsaka', 'result': 1}, 'June 09, 2000': {'opponent': 'Kevin Randleman', 'result': 0}, 'September 22, 2000': {'opponent': 'Dan Severn', 'result': 1}, 'February 23, 2001': {'opponent': 'Josh Barnett', 'result': 1}, 'May 04, 2001': {'opponent': 'Randy Couture', 'result': 0}, 'November 02, 2001': {'opponent': 'Randy Couture', 'result': 0}, 'March 22, 2002': {'opponent': 'Andrei Arlovski', 'result': 1}, 'September 27, 2002': {'opponent': 'Gan McGee', 'result': 0}, 'February 28, 2003': {'opponent': 'Vladimir Matyushenko', 'result': 0}, 'June 06, 2003': {'opponent': 'Tra Telligman', 'result': 1}, 'November 21, 2003': {'opponent': 'Ricco Rodriguez', 'result': 1}}"
Wanderlei Silva,1517.9677269031217,"{'October 16, 1998': {'opponent': 'Vitor Belfort', 'result': 0}, 'May 07, 1999': {'opponent': 'Tony Petarra', 'result': 1}, 'April 14, 2000': {'opponent': 'Tito Ortiz', 'result': 0}, 'December 29, 2007': {'opponent': 'Chuck Liddell', 'result': 0}, 'May 24, 2008': {'opponent': 'Keith Jardine', 'result': 1}, 'December 27, 2008': {'opponent': 'Quinton Jackson', 'result': 0}, 'June 13, 2009': {'opponent': 'Rich Franklin', 'result': 0}, 'February 20, 2010': {'opponent': 'Michael Bisping', 'result': 1}, 'July 02, 2011': {'opponent': 'Chris Leben', 'result': 0}, 'November 19, 2011': {'opponent': 'Cung Le', 'result': 1}, 'June 23, 2012': {'opponent': 'Rich Franklin', 'result': 0}, 'March 02, 2013': {'opponent': 'Brian Stann', 'result': 1}}"
Ebenezer Fontes Braga,1529.7013806755135,"{'October 16, 1998': {'opponent': 'Jeremy Horn', 'result': 1}}"
John Lober,1476.1948675598044,"{'October 16, 1998': {'opponent': 'Frank Shamrock', 'result': 0}}"
Jorge Patino,1477.1336364052877,"{'January 08, 1999': {'opponent': 'Pat Miletich', 'result': 0}}"
Evan Tanner,1574.0628512371684,"{'January 08, 1999': {'opponent': 'Darrel Gholar', 'result': 1}, 'March 05, 1999': {'opponent': 'Valeri Ignatov', 'result': 1}, 'December 16, 2000': {'opponent': 'Lance Gibson', 'result': 1}, 'February 23, 2001': {'opponent': 'Tito Ortiz', 'result': 0}, 'November 02, 2001': {'opponent': 'Homer Moore', 'result': 1}, 'March 22, 2002': {'opponent': 'Elvis Sinosic', 'result': 1}, 'July 13, 2002': {'opponent': 'Chris Haseman', 'result': 1}, 'April 25, 2003': {'opponent': 'Rich Franklin', 'result': 0}, 'November 21, 2003': {'opponent': 'Phil Baroni', 'result': 1}, 'June 19, 2004': {'opponent': 'Phil Baroni', 'result': 1}, 'October 22, 2004': {'opponent': 'Robbie Lawler', 'result': 1}, 'February 05, 2005': {'opponent': 'David Terrell', 'result': 1}, 'June 04, 2005': {'opponent': 'Rich Franklin', 'result': 0}, 'October 03, 2005': {'opponent': 'David Loiseau', 'result': 0}, 'April 15, 2006': {'opponent': 'Justin Levens', 'result': 1}, 'March 01, 2008': {'opponent': 'Yushin Okami', 'result': 0}, 'June 21, 2008': {'opponent': 'Kendall Grove', 'result': 0}}"
Darrel Gholar,1470.939003057951,"{'January 08, 1999': {'opponent': 'Evan Tanner', 'result': 0}}"
Laverne Clark,1553.5305129616554,"{'January 08, 1999': {'opponent': 'Frank Caracci', 'result': 1}, 'May 07, 1999': {'opponent': 'Fabiano Iha', 'result': 1}, 'April 14, 2000': {'opponent': 'Koji Oishi', 'result': 1}, 'September 22, 2000': {'opponent': 'Fabiano Iha', 'result': 0}}"
Frank Caracci,1470.939003057951,"{'January 08, 1999': {'opponent': 'Laverne Clark', 'result': 0}}"
Bas Rutten,1569.6716113451223,"{'January 08, 1999': {'opponent': 'Tsuyoshi Kohsaka', 'result': 1}, 'May 07, 1999': {'opponent': 'Kevin Randleman', 'result': 1}}"
Valeri Ignatov,1446.6244773601677,"{'March 05, 1999': {'opponent': 'Evan Tanner', 'result': 0}, 'September 24, 1999': {'opponent': 'Matt Hughes', 'result': 0}}"
Andre Roberts,1506.5837538047488,"{'March 05, 1999': {'opponent': 'Gary Goodridge', 'result': 0}, 'July 16, 1999': {'opponent': 'Ron Waterman', 'result': 1}}"
Sione Latu,1532.0,"{'March 05, 1999': {'opponent': 'Joey Roberts', 'result': 1}}"
Joey Roberts,1470.939003057951,"{'March 05, 1999': {'opponent': 'Sione Latu', 'result': 0}}"
Kevin Randleman,1534.7233469550947,"{'March 05, 1999': {'opponent': 'Maurice Smith', 'result': 1}, 'May 07, 1999': {'opponent': 'Bas Rutten', 'result': 0}, 'November 19, 1999': {'opponent': 'Pete Williams', 'result': 1}, 'June 09, 2000': {'opponent': 'Pedro Rizzo', 'result': 1}, 'November 17, 2000': {'opponent': 'Randy Couture', 'result': 0}, 'May 04, 2001': {'opponent': 'Chuck Liddell', 'result': 0}, 'January 11, 2002': {'opponent': 'Renato Sobral', 'result': 1}}"
Jason Godsey,1441.3602812511401,"{'March 05, 1999': {'opponent': 'Pete Williams', 'result': 0}, 'September 24, 1999': {'opponent': 'Jeremy Horn', 'result': 0}}"
Tony Petarra,1469.012799056943,"{'May 07, 1999': {'opponent': 'Wanderlei Silva', 'result': 0}}"
Marcelo Mello,1532.0,"{'May 07, 1999': {'opponent': 'David Roberts', 'result': 1}}"
David Roberts,1470.939003057951,"{'May 07, 1999': {'opponent': 'Marcelo Mello', 'result': 0}}"
Ron Waterman,1512.72797182967,"{'May 07, 1999': {'opponent': 'Chris Condo', 'result': 1}, 'July 16, 1999': {'opponent': 'Andre Roberts', 'result': 0}, 'September 24, 1999': {'opponent': 'Tim Lajcik', 'result': 0.5}, 'April 14, 2000': {'opponent': 'Satoshi Honma', 'result': 1}}"
Chris Condo,1470.939003057951,"{'May 07, 1999': {'opponent': 'Ron Waterman', 'result': 0}}"
Travis Fulton,1506.6015103815691,"{'May 07, 1999': {'opponent': 'Pete Williams', 'result': 0}, 'July 16, 1999': {'opponent': 'David Dodd', 'result': 1}}"
Fabiano Iha,1469.2789348882798,"{'May 07, 1999': {'opponent': 'Laverne Clark', 'result': 0}, 'March 10, 2000': {'opponent': 'Dave Menne', 'result': 0}, 'September 22, 2000': {'opponent': 'Laverne Clark', 'result': 1}, 'December 16, 2000': {'opponent': 'Daiju Takase', 'result': 1}, 'February 23, 2001': {'opponent': 'Phil Johns', 'result': 1}, 'June 29, 2001': {'opponent': 'Caol Uno', 'result': 0}, 'September 28, 2001': {'opponent': 'Din Thomas', 'result': 0}}"
Daiju Takase,1428.8518242967293,"{'July 16, 1999': {'opponent': 'Jeremy Horn', 'result': 0}, 'November 19, 1999': {'opponent': 'Kenichi Yamamoto', 'result': 0}, 'December 16, 2000': {'opponent': 'Fabiano Iha', 'result': 0}}"
David Dodd,1442.0644773473332,"{'July 16, 1999': {'opponent': 'Travis Fulton', 'result': 0}, 'June 09, 2000': {'opponent': 'Tyrone Roberts', 'result': 0}}"
Paul Jones,1498.0681804797503,"{'July 16, 1999': {'opponent': 'Flavio Luiz Moura', 'result': 1}, 'September 24, 1999': {'opponent': 'Chuck Liddell', 'result': 0}}"
Flavio Luiz Moura,1470.939003057951,"{'July 16, 1999': {'opponent': 'Paul Jones', 'result': 0}}"
Eugene Jackson,1507.8988985045025,"{'July 16, 1999': {'opponent': 'Royce Alger', 'result': 1}, 'November 19, 1999': {'opponent': 'Keiichiro Yamamiya', 'result': 1}, 'April 14, 2000': {'opponent': 'Sanae Kikuta', 'result': 0}, 'September 22, 2000': {'opponent': 'Jeremy Horn', 'result': 0}, 'September 28, 2001': {'opponent': 'Ricardo Almeida', 'result': 0}, 'January 11, 2002': {'opponent': 'Keith Rockel', 'result': 1}, 'July 13, 2002': {'opponent': 'Mark Weir', 'result': 0}}"
Andre Pederneiras,1478.055595935173,"{'July 16, 1999': {'opponent': 'Pat Miletich', 'result': 0}}"
Tim Lajcik,1462.0740010275606,"{'July 16, 1999': {'opponent': 'Tsuyoshi Kohsaka', 'result': 0}, 'September 24, 1999': {'opponent': 'Ron Waterman', 'result': 0.5}, 'September 22, 2000': {'opponent': 'Jeff Monson', 'result': 0}}"
Matt Hughes,1632.4173025894395,"{'September 24, 1999': {'opponent': 'Valeri Ignatov', 'result': 1}, 'June 09, 2000': {'opponent': 'Marcelo Aguiar', 'result': 1}, 'December 16, 2000': {'opponent': 'Dennis Hallman', 'result': 0}, 'November 02, 2001': {'opponent': 'Carlos Newton', 'result': 1}, 'March 22, 2002': {'opponent': 'Hayato Sakurai', 'result': 1}, 'July 13, 2002': {'opponent': 'Carlos Newton', 'result': 1}, 'November 22, 2002': {'opponent': 'Gil Castillo', 'result': 1}, 'April 25, 2003': {'opponent': 'Sean Sherk', 'result': 1}, 'November 21, 2003': {'opponent': 'Frank Trigg', 'result': 1}, 'January 31, 2004': {'opponent': 'BJ Penn', 'result': 0}, 'June 19, 2004': {'opponent': 'Renato Verissimo', 'result': 1}, 'October 22, 2004': {'opponent': 'Georges St-Pierre', 'result': 1}, 'April 16, 2005': {'opponent': 'Frank Trigg', 'result': 1}, 'November 19, 2005': {'opponent': 'Joe Riggs', 'result': 1}, 'May 27, 2006': {'opponent': 'Royce Gracie', 'result': 1}, 'September 23, 2006': {'opponent': 'BJ Penn', 'result': 1}, 'November 18, 2006': {'opponent': 'Georges St-Pierre', 'result': 0}, 'March 03, 2007': {'opponent': 'Chris Lytle', 'result': 1}, 'December 29, 2007': {'opponent': 'Georges St-Pierre', 'result': 0}, 'June 07, 2008': {'opponent': 'Thiago Alves', 'result': 0}, 'May 23, 2009': {'opponent': 'Matt Serra', 'result': 1}, 'April 10, 2010': {'opponent': 'Renzo Gracie', 'result': 1}, 'August 07, 2010': {'opponent': 'Ricardo Almeida', 'result': 1}, 'November 20, 2010': {'opponent': 'BJ Penn', 'result': 0}, 'September 24, 2011': {'opponent': 'Josh Koscheck', 'result': 0}}"
John Lewis,1502.6648129737448,"{'September 24, 1999': {'opponent': 'Lowell Anderson', 'result': 1}, 'November 17, 2000': {'opponent': 'Jens Pulver', 'result': 0}}"
Lowell Anderson,1470.939003057951,"{'September 24, 1999': {'opponent': 'John Lewis', 'result': 0}}"
Jens Pulver,1569.941492530677,"{'September 24, 1999': {'opponent': 'Alfonso Alcarez', 'result': 0.5}, 'March 10, 2000': {'opponent': 'David Velasquez', 'result': 1}, 'June 09, 2000': {'opponent': 'Joao Roque', 'result': 1}, 'November 17, 2000': {'opponent': 'John Lewis', 'result': 1}, 'February 23, 2001': {'opponent': 'Caol Uno', 'result': 1}, 'September 28, 2001': {'opponent': 'Dennis Hallman', 'result': 1}, 'January 11, 2002': {'opponent': 'BJ Penn', 'result': 1}, 'September 23, 2006': {'opponent': 'Joe Lauzon', 'result': 0}, 'June 23, 2007': {'opponent': 'BJ Penn', 'result': 0}}"
Alfonso Alcarez,1500.0,"{'September 24, 1999': {'opponent': 'Jens Pulver', 'result': 0.5}}"
Steve Judson,1441.812901575761,"{'September 24, 1999': {'opponent': 'Brad Kohler', 'result': 0}, 'March 10, 2000': {'opponent': 'Tedd Williams', 'result': 0}}"
Katsuhisa Fujii,1500.184204772788,"{'November 19, 1999': {'opponent': 'Kenichi Yamamoto', 'result': 0}}"
Masutatsu Yano,1470.939003057951,"{'November 19, 1999': {'opponent': 'Katsuhisa Fujii', 'result': 0}}"
Keiichiro Yamamiya,1473.2929206377107,"{'November 19, 1999': {'opponent': 'Eugene Jackson', 'result': 0}}"
Joe Slick,1500.184204772788,"{'November 19, 1999': {'opponent': 'Jason DeLucia', 'result': 1}, 'April 14, 2000': {'opponent': 'Ikuhisa Minowa', 'result': 0}}"
Kenichi Yamamoto,1535.5906776520612,"{'November 19, 1999': {'opponent': 'Daiju Takase', 'result': 1}, 'December 16, 2000': {'opponent': 'Pat Miletich', 'result': 0}}"
Lance Gibson,1503.9403480943133,"{'March 10, 2000': {'opponent': 'Jermaine Andre', 'result': 1}, 'December 16, 2000': {'opponent': 'Evan Tanner', 'result': 0}}"
Jermaine Andre,1470.939003057951,"{'March 10, 2000': {'opponent': 'Lance Gibson', 'result': 0}}"
Bob Cook,1532.0,"{'March 10, 2000': {'opponent': 'Tiki Ghosn', 'result': 1}}"
Tiki Ghosn,1419.0462531179837,"{'March 10, 2000': {'opponent': 'Bob Cook', 'result': 0}, 'February 23, 2001': {'opponent': 'Sean Sherk', 'result': 0}, 'November 22, 2002': {'opponent': 'Robbie Lawler', 'result': 0}, 'April 02, 2004': {'opponent': 'Chris Lytle', 'result': 0}}"
Tedd Williams,1496.4107446125217,"{'March 10, 2000': {'opponent': 'Steve Judson', 'result': 1}, 'September 22, 2000': {'opponent': 'Ian Freeman', 'result': 0}}"
David Velasquez,1470.939003057951,"{'March 10, 2000': {'opponent': 'Jens Pulver', 'result': 0}}"
Scott Adams,1532.0,"{'March 10, 2000': {'opponent': 'Ian Freeman', 'result': 1}}"
Ian Freeman,1521.903884680914,"{'March 10, 2000': {'opponent': 'Scott Adams', 'result': 0}, 'June 09, 2000': {'opponent': 'Nate Schroeder', 'result': 1}, 'September 22, 2000': {'opponent': 'Tedd Williams', 'result': 1}, 'July 13, 2002': {'opponent': 'Frank Mir', 'result': 1}, 'November 22, 2002': {'opponent': 'Andrei Arlovski', 'result': 0}, 'June 06, 2003': {'opponent': 'Vernon White', 'result': 0.5}}"
Dave Menne,1495.5269178510007,"{'March 10, 2000': {'opponent': 'Fabiano Iha', 'result': 1}, 'September 28, 2001': {'opponent': 'Gil Castillo', 'result': 1}, 'January 11, 2002': {'opponent': 'Murilo Bustamante', 'result': 0}, 'September 27, 2002': {'opponent': 'Phil Baroni', 'result': 0}, 'June 28, 2006': {'opponent': 'Josh Koscheck', 'result': 0}, 'December 13, 2006': {'opponent': 'Luigi Fioravanti', 'result': 0}}"
Shonie Carter,1528.178449419041,"{'March 10, 2000': {'opponent': 'Brad Gumm', 'result': 1}, 'June 09, 2000': {'opponent': 'Adrian Serrano', 'result': 1}, 'May 04, 2001': {'opponent': 'Matt Serra', 'result': 1}, 'June 29, 2001': {'opponent': 'Pat Miletich', 'result': 0}, 'June 04, 2005': {'opponent': 'Nate Quarry', 'result': 0}, 'December 13, 2006': {'opponent': 'Marcus Davis', 'result': 0}}"
Brad Gumm,1473.6093950162042,"{'March 10, 2000': {'opponent': 'Shonie Carter', 'result': 0}, 'September 22, 2000': {'opponent': 'CJ Fernandes', 'result': 0.5}}"
Ikuhisa Minowa,1534.939003057951,"{'April 14, 2000': {'opponent': 'Joe Slick', 'result': 1}}"
Satoshi Honma,1469.104801563672,"{'April 14, 2000': {'opponent': 'Ron Waterman', 'result': 0}}"
Sanae Kikuta,1537.2929206377107,"{'April 14, 2000': {'opponent': 'Eugene Jackson', 'result': 1}}"
Koji Oishi,1451.6179134043032,"{'April 14, 2000': {'opponent': 'Laverne Clark', 'result': 0}, 'June 04, 2005': {'opponent': 'Nick Diaz', 'result': 0}}"
Murilo Bustamante,1538.0259506955776,"{'April 14, 2000': {'opponent': 'Yoji Anjo', 'result': 1}, 'September 28, 2001': {'opponent': 'Chuck Liddell', 'result': 0}, 'January 11, 2002': {'opponent': 'Dave Menne', 'result': 1}, 'May 10, 2002': {'opponent': 'Matt Lindland', 'result': 1}}"
Joao Roque,1472.212172996431,"{'June 09, 2000': {'opponent': 'Jens Pulver', 'result': 0}}"
Alex Andrade,1469.104801563672,"{'June 09, 2000': {'opponent': 'Amaury Bitetti', 'result': 0}}"
Tyrone Roberts,1529.060996942049,"{'June 09, 2000': {'opponent': 'David Dodd', 'result': 1}}"
Nate Schroeder,1468.4604852293792,"{'June 09, 2000': {'opponent': 'Ian Freeman', 'result': 0}}"
John Alessio,1418.5970389814076,"{'June 09, 2000': {'opponent': 'Pat Miletich', 'result': 0}, 'May 27, 2006': {'opponent': 'Diego Sanchez', 'result': 0}, 'October 10, 2006': {'opponent': 'Thiago Alves', 'result': 0}, 'April 21, 2012': {'opponent': 'Mark Bocek', 'result': 0}, 'July 07, 2012': {'opponent': 'Shane Roller', 'result': 0}}"
